"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PSB^X","PS Business Parks, Inc.","22","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psb^x",
"PSB^Y","PS Business Parks, Inc.","21.8","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psb^y",
"TLK","PT Telekomunikasi Indonesia, Tbk","28.15","$27.89B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tlk",
"PEG","Public Service Enterprise Group Incorporated","52.21","$26.39B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/peg",
"PSA","Public Storage","204.94","$35.73B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psa",
"PSA^A","Public Storage","25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psa^a",
"PSA^B","Public Storage","24.17","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psa^b",
"PSA^C","Public Storage","23.07","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psa^c",
"PSA^D","Public Storage","22.75","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psa^d",
"PSA^E","Public Storage","21.9224","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psa^e",
"PSA^F","Public Storage","23.0416","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psa^f",
"PSA^G","Public Storage","22.96","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psa^g",
"PSA^U","Public Storage","24.3","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psa^u",
"PSA^V","Public Storage","23.73","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psa^v",
"PSA^W","Public Storage","23.36","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psa^w",
"PSA^X","Public Storage","23.2948","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psa^x",
"PSA^Y","Public Storage","25.38","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psa^y",
"PSA^Z","Public Storage","25.2961","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psa^z",
"PHM","PulteGroup, Inc.","26.85","$7.54B","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/phm",
"PSTG","Pure Storage, Inc. ","17.54","$4.24B","2015","Technology","Electronic Components","https://www.nasdaq.com/symbol/pstg",
"PMM","Putnam Managed Municipal Income Trust","7.07","$370.64M","1989","n/a","n/a","https://www.nasdaq.com/symbol/pmm",
"PIM","Putnam Master Intermediate Income Trust","4.35","$231.22M","1988","n/a","n/a","https://www.nasdaq.com/symbol/pim",
"PMO","Putnam Municipal Opportunities Trust","11.67","$434.48M","1993","n/a","n/a","https://www.nasdaq.com/symbol/pmo",
"PPT","Putnam Premier Income Trust","4.91","$523.72M","1988","n/a","n/a","https://www.nasdaq.com/symbol/ppt",
"NEW","Puxin Limited","5.24","$427.91M","2018","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/new",
"PVH","PVH Corp.","107.56","$8.15B","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/pvh",
"PYX","Pyxus International, Inc.","13.19","$119.62M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/pyx",
"PZN","Pzena Investment Management Inc","8.64","$599.12M","2007","Finance","Investment Managers","https://www.nasdaq.com/symbol/pzn",
"QTWO","Q2 Holdings, Inc.","54.68","$2.37B","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qtwo",
"QEP","QEP Resources, Inc.","8.75","$2.07B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/qep",
"QGEN","Qiagen N.V.","36.64","$8.29B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/qgen",
"QTS","QTS Realty Trust, Inc.","39.91","$2.04B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/qts",
"QTS^A","QTS Realty Trust, Inc.","24.91","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qts^a",
"QTS^B","QTS Realty Trust, Inc.","99.11","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qts^b",
"QUAD","Quad Graphics, Inc","14.08","$724.18M","n/a","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/quad",
"KWR","Quaker Chemical Corporation","197.01","$2.63B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/kwr",
"NX","Quanex Building Products Corporation","15.26","$511.22M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/nx",
"PWR","Quanta Services, Inc.","32.54","$4.75B","n/a","Capital Goods","Engineering & Construction","https://www.nasdaq.com/symbol/pwr",
"QD","Qudian Inc.","5.52","$1.8B","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/qd",
"DGX","Quest Diagnostics Incorporated","85.1","$11.58B","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/dgx",
"QES","Quintana Energy Services Inc.","4.41","$148.11M","2018","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/qes",
"QHC","Quorum Health Corporation","3.56","$112.24M","2016","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/qhc",
"QUOT","Quotient Technology Inc.","11.43","$1.09B","2014","Consumer Services","Advertising","https://www.nasdaq.com/symbol/quot",
"QVCD","QVC, Inc.","22.55","n/a","2018","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/qvcd",
"CTAA","Qwest Corporation","24.17","n/a","2016","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ctaa",
"CTBB","Qwest Corporation","20.26","n/a","2016","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ctbb",
"CTDD","Qwest Corporation","20.95","n/a","2017","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ctdd",
"CTV","Qwest Corporation","22.27","n/a","2014","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ctv",
"CTY","Qwest Corporation","19.57","n/a","2013","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cty",
"CTZ","Qwest Corporation","20.91","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ctz",
"RRD","R.R. Donnelley & Sons Company","5.01","$352.7M","n/a","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/rrd",
"RMED","Ra Medical Systems, Inc.","9.02","$114.46M","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/rmed",
"RDN","Radian Group Inc.","17.9","$3.82B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/rdn",
"RL","Ralph Lauren Corporation","107.88","$8.68B","1997","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/rl",
"RRC","Range Resources Corporation","11.52","$2.87B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/rrc",
"RNGR","Ranger Energy Services, Inc.","7.65","$120.84M","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/rngr",
"RJF","Raymond James Financial, Inc.","79.85","$11.12B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/rjf",
"RYAM","Rayonier Advanced Materials Inc.","13.41","$684.73M","2014","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/ryam",
"RYAM^A","Rayonier Advanced Materials Inc.","98.4465","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ryam^a",
"RYN","Rayonier Inc.","28.98","$3.75B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ryn",
"RTN","Raytheon Company","162.84","$46.34B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/rtn",
"RMAX","RE/MAX Holdings, Inc.","37.7","$669.03M","2013","Finance","Real Estate","https://www.nasdaq.com/symbol/rmax",
"RC","Ready Capital Corporation","14.87","$476.81M","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rc",
"RCA","Ready Capital Corporation","25.45","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rca",
"RCP","Ready Capital Corporation","25.2104","n/a","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rcp",
"RLGY","Realogy Holdings Corp.","18.4","$2.17B","2012","Finance","Real Estate","https://www.nasdaq.com/symbol/rlgy",
"O","Realty Income Corporation","64.81","$19.13B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/o",
"RHT","Red Hat, Inc.","175.74","$31.06B","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/rht",
"RLH","Red Lion Hotels Corporation","9.58","$235.32M","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/rlh",
"RWT","Redwood Trust, Inc.","16.09","$1.33B","1995","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rwt",
"RBC","Regal Beloit Corporation","74.63","$3.22B","n/a","Consumer Durables","Metal Fabrications","https://www.nasdaq.com/symbol/rbc",
"RWGE","Regalwood Global Energy Ltd.","9.95","$373.13M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/rwge",
"RWGE.U","Regalwood Global Energy Ltd.","n/a","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/rwge.u",
"RWGE.WS","Regalwood Global Energy Ltd.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rwge.ws",
"RM","Regional Management Corp.","26.11","$307.87M","2012","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/rm",
"RF","Regions Financial Corporation","15.61","$16.14B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/rf",
"RF^A","Regions Financial Corporation","25.35","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rf^a",
"RF^B","Regions Financial Corporation","25.9793","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rf^b",
"RGS","Regis Corporation","19","$842.23M","1991","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/rgs",
"RGA","Reinsurance Group of America, Incorporated","148.87","$9.35B","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/rga",
"RZA","Reinsurance Group of America, Incorporated","26.19","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/rza",
"RZB","Reinsurance Group of America, Incorporated","24.8248","n/a","2016","Finance","Life Insurance","https://www.nasdaq.com/symbol/rzb",
"RS","Reliance Steel & Aluminum Co.","77.26","$5.44B","1994","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/rs",
"RELX","RELX PLC","21.51","$42.32B","2015","Consumer Services","Publishing","https://www.nasdaq.com/symbol/relx",
"RNR","RenaissanceRe Holdings Ltd.","132.75","$5.35B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/rnr",
"RNR^C","RenaissanceRe Holdings Ltd.","25.19","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rnr^c",
"RNR^E","RenaissanceRe Holdings Ltd.","22.7571","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rnr^e",
"RNR^F","RenaissanceRe Holdings Ltd.","23.79","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rnr^f",
"SOL","Renesola Ltd.","1.5851","$60.34M","2008","Technology","Semiconductors","https://www.nasdaq.com/symbol/sol",
"RENN","Renren Inc.","1.76","$121.08M","2011","Technology","EDP Services","https://www.nasdaq.com/symbol/renn",
"RSG","Republic Services, Inc.","75.08","$24.37B","1998","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/rsg",
"REZI","Resideo Technologies, Inc.","21.9","$2.69B","2018","Capital Goods","Wholesale Distributors","https://www.nasdaq.com/symbol/rezi",
"RMD","ResMed Inc.","117.41","$16.73B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/rmd",
"REN           ","Resolute Energy Corporation","31.88","$712.78M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ren",
"RFP","Resolute Forest Products Inc.","9.52","$864.79M","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/rfp",
"QSR","Restaurant Brands International Inc.","57.25","$14.4B","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/qsr",
"RPAI","Retail Properties of America, Inc.","11.87","$2.56B","2012","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rpai",
"RVI","Retail Value Inc.","30","$553.95M","2018","Finance","Real Estate","https://www.nasdaq.com/symbol/rvi",
"REVG","REV Group, Inc.","8.24","$516.51M","2017","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/revg",
"REV","Revlon, Inc.","26.45","$1.4B","1996","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/rev",
"REX","REX American Resources Corporation","73.52","$465.17M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/rex",
"REXR","Rexford Industrial Realty, Inc.","31.8","$2.95B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rexr",
"REXR^A","Rexford Industrial Realty, Inc.","22.64","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rexr^a",
"REXR^B","Rexford Industrial Realty, Inc.","22.654","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rexr^b",
"RXN","Rexnord Corporation","24.48","$2.56B","2012","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/rxn",
"RXN^A","Rexnord Corporation","53.265","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rxn^a",
"RH","RH","129.63","$2.75B","2012","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/rh",
"RNG","Ringcentral, Inc.","88.14","$7.08B","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/rng",
"RIO","Rio Tinto Plc","51.66","$88.27B","2002","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/rio",
"RBA","Ritchie Bros. Auctioneers Incorporated","35.64","$3.87B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rba",
"RAD","Rite Aid Corporation","0.9","$960.19M","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/rad",
"RMPL^","RiverNorth Marketplace Lending Corporation","25.1294","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rmpl^",
"RMI","RiverNorth Opportunistic Municipal Income Fund, Inc.","20.1","$119.6M","2018","n/a","n/a","https://www.nasdaq.com/symbol/rmi",
"RIV","RiverNorth Opportunities Fund, Inc.","17.195","$91.65M","2015","n/a","n/a","https://www.nasdaq.com/symbol/riv",
"OPP","RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.","16.57","$182.5M","2016","n/a","n/a","https://www.nasdaq.com/symbol/opp",
"RLI","RLI Corp.","68.4","$3.04B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/rli",
"RLJ","RLJ Lodging Trust","18.42","$3.23B","2011","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rlj",
"RLJ^A","RLJ Lodging Trust","24.54","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rlj^a",
"RRTS","Roadrunner Transportation Systems, Inc","0.5101","$19.84M","2010","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/rrts",
"ROAN","Roan Resources, Inc.","10.3","$1.57B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/roan",
"RHI","Robert Half International Inc.","60.18","$7.31B","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/rhi",
"ROK","Rockwell Automation, Inc.","160.26","$19.27B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/rok",
"RCI","Rogers Communication, Inc.","54.52","$22.01B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/rci",
"ROG","Rogers Corporation","111.98","$2.06B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/rog",
"ROL","Rollins, Inc.","37.9","$12.41B","n/a","Finance","Diversified Commercial Services","https://www.nasdaq.com/symbol/rol",
"ROP","Roper Technologies, Inc.","275.41","$28.49B","1992","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/rop",
"RST","Rosetta Stone","15.81","$361.45M","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rst",
"RDC","Rowan Companies plc","11.61","$1.48B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/rdc",
"RY","Royal Bank Of Canada","74.18","$106.75B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/ry",
"RY^T","Royal Bank Of Canada","29.79","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ry^t",
"RBS","Royal Bank Scotland plc (The)","6.27","$37.77B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/rbs",
"RCL","Royal Caribbean Cruises Ltd.","107.04","$22.37B","1993","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/rcl",
"RDS.A","Royal Dutch Shell PLC","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rds.a",
"RDS.B","Royal Dutch Shell PLC","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rds.b",
"RGT","Royce Global Value Trust, Inc.","9.574","$100.16M","2013","n/a","n/a","https://www.nasdaq.com/symbol/rgt",
"RMT","Royce Micro-Cap Trust, Inc.","8.2","$325.63M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rmt",
"RVT","Royce Value Trust, Inc.","13.16","$1.13B","1986","n/a","n/a","https://www.nasdaq.com/symbol/rvt",
"RES","RPC, Inc.","11.38","$2.44B","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/res",
"RPM","RPM International Inc.","54.12","$7.12B","n/a","Basic Industries","Paints/Coatings","https://www.nasdaq.com/symbol/rpm",
"RPT","RPT Realty","12.47","$999.51M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rpt",
"RPT^D","RPT Realty","50.7","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rpt^d",
"RTW","RTW Retailwinds, Inc.","2.9","$188.09M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/rtw",
"RTEC","Rudolph Technologies, Inc.","20.76","$662.26M","1999","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/rtec",
"RYB","RYB Education, Inc.","6.65","$194.27M","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ryb",
"R","Ryder System, Inc.","54.23","$2.88B","n/a","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/r",
"RYI","Ryerson Holding Corporation","7.06","$264.35M","2014","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/ryi",
"RHP","Ryman Hospitality Properties, Inc.","76.98","$3.95B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rhp",
"SPGI","S&P Global Inc.","185.32","$46.5B","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/spgi",
"SBR","Sabine Royalty Trust","41.71","$608.1M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sbr",
"SB","Safe Bulkers, Inc","2","$203.13M","2008","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sb",
"SB^C","Safe Bulkers, Inc","21.5","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sb^c",
"SB^D","Safe Bulkers, Inc","21.4399","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sb^d",
"SFE","Safeguard Scientifics, Inc.","9.93","$205.03M","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/sfe",
"SAFE","Safety, Income & Growth Inc.","17.23","$314.1M","2017","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/safe",
"SAIL","SailPoint Technologies Holdings, Inc.","26.68","$2.34B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sail",
"CRM","Salesforce.com Inc","149.82","$114.61B","2004","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/crm",
"SMM","Salient Midstream & MLP Fund","8.88","$157.38M","2012","n/a","n/a","https://www.nasdaq.com/symbol/smm",
"SBH","Sally Beauty Holdings, Inc.","17.68","$2.13B","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/sbh",
"SJT","San Juan Basin Royalty Trust","4.84","$225.59M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sjt",
"SN","Sanchez Energy Corporation","0.3194","$27.96M","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sn",
"SD","SandRidge Energy, Inc.","8.83","$315.17M","2016","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sd",
"SDT","SandRidge Mississippian Trust I","0.9447","$26.45M","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdt",
"SDR","SandRidge Mississippian Trust II","1.03","$51.22M","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdr",
"PER","SandRidge Permian Trust","2.23","$117.08M","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/per",
"SC","Santander Consumer USA Holdings Inc.","18.95","$6.81B","2014","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/sc",
"SAP","SAP SE","103.63","$127.31B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sap",
"SAB","Saratoga Investment Corp","25.69","n/a","2016","n/a","n/a","https://www.nasdaq.com/symbol/sab",
"SAF","Saratoga Investment Corp","25.03","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/saf",
"SAR","Saratoga Investment Corp","21.88","$164.98M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sar",
"SSL","Sasol Ltd.","30.47","$19.22B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ssl",
"BFS","Saul Centers, Inc.","52.61","$1.19B","1993","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bfs",
"BFS^C","Saul Centers, Inc.","25.21","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bfs^c",
"BFS^D","Saul Centers, Inc.","22.25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bfs^d",
"SLB","Schlumberger N.V.","41.37","$57.29B","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/slb",
"SNDR","Schneider National, Inc.","20.77","$3.68B","2017","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/sndr",
"SWM","Schweitzer-Mauduit International, Inc.","30.44","$936.56M","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/swm",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","65.65","$3.87B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/saic",
"SALT","Scorpio Bulkers Inc.","5.67","$427.51M","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/salt",
"SLTB","Scorpio Bulkers Inc.","25.26","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sltb",
"SBBC","Scorpio Tankers Inc.","25.27","n/a","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sbbc",
"SBNA","Scorpio Tankers Inc.","24.74","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sbna",
"STNG","Scorpio Tankers Inc.","1.98","$102.15M","2010","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/stng",
"SMG","Scotts Miracle-Gro Company (The)","68.26","$3.78B","1992","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/smg",
"KTF","Scudder Municiple Income Trust","10.69","$422.27M","1988","n/a","n/a","https://www.nasdaq.com/symbol/ktf",
"KSM","Scudder Strategic Municiple Income Trust","10.74","$120.33M","1989","n/a","n/a","https://www.nasdaq.com/symbol/ksm",
"SE","Sea Limited","12.39","$4.15B","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/se",
"SA","Seabridge Gold, Inc.","13.08","$798.79M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sa",
"CKH","SEACOR Holdings, Inc.","42.06","$767.46M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ckh",
"SMHI","SEACOR Marine Holdings Inc.","13.99","$294.37M","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/smhi",
"SDRL","Seadrill Limited","9.52","$952M","2018","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdrl",
"SDLP","Seadrill Partners LLC","1.7","$156.1M","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdlp",
"SEE","Sealed Air Corporation","37.16","$5.83B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/see",
"SSW","Seaspan Corporation","9","$1.59B","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ssw",
"SSW^D","Seaspan Corporation","23.59","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^d",
"SSW^E","Seaspan Corporation","24.23","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^e",
"SSW^G","Seaspan Corporation","24.39","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^g",
"SSW^H","Seaspan Corporation","23.5","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^h",
"SSW^I","Seaspan Corporation","23.3887","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^i",
"SSWA","Seaspan Corporation","24.4898","n/a","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswa",
"SSWN","Seaspan Corporation","25.14","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswn",
"SEAS","SeaWorld Entertainment, Inc.","26.14","$2.29B","2013","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/seas",
"JBN","Select Asset Inc.","7.4","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jbn",
"JBR","Select Asset Inc.","7.5","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jbr",
"WTTR","Select Energy Services, Inc.","8.52","$908.96M","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/wttr",
"SEM","Select Medical Holdings Corporation","15.32","$2.07B","2009","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sem",
"SGZA","Selective Insurance Group, Inc.","24.55","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/sgza",
"SEMG","Semgroup Corporation","17.25","$1.36B","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/semg",
"SMI","Semiconductor  Manufacturing International Corporation","4.25","$4.28B","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/smi",
"SRE","Sempra Energy","112.36","$30.75B","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sre",
"SRE^A","Sempra Energy","99.09","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sre^a",
"SRE^B","Sempra Energy","98.76","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sre^b",
